,carat,cut,table,price,x,y,z
4691,0.79,0,56.0,3675,5.92,5.96,3.68
4692,0.63,1,57.0,3675,5.58,5.53,3.36
4693,1.0,2,60.0,3676,6.22,6.34,3.98
4694,1.01,1,59.0,3676,6.51,6.45,3.91
4695,1.01,4,59.0,3676,6.16,6.09,4.11
4696,1.01,1,60.0,3676,6.22,6.18,3.82
4697,1.01,3,55.0,3676,6.4,6.32,4.02
4698,1.01,2,59.0,3676,6.24,6.21,3.99
4699,0.9,0,57.0,3677,6.17,6.14,3.83
4700,0.9,0,56.0,3677,6.22,6.16,3.81
4701,1.13,0,55.0,3678,6.65,6.69,4.15
4702,1.1,0,56.0,3678,6.61,6.65,4.1
4703,1.1,3,61.0,3678,6.65,6.7,3.99
4704,0.9,3,58.0,3679,6.1,6.13,3.89
4705,0.75,0,55.0,3679,5.87,5.89,3.6
4706,0.92,3,54.0,3679,6.29,6.25,3.96
4707,1.0,2,60.0,3679,6.26,6.19,3.98
4708,0.9,0,57.0,3679,6.19,6.17,3.85
4709,0.9,1,62.0,3679,6.13,6.03,3.77
4710,0.31,3,60.0,571,4.3,4.32,2.68
4711,0.31,1,60.0,571,4.38,4.39,2.67
4712,0.31,2,55.0,571,4.27,4.3,2.72
4713,0.31,0,53.0,571,4.33,4.35,2.71
4714,0.28,3,54.0,572,4.11,4.17,2.65
4715,0.28,3,62.0,572,4.25,4.27,2.56
4716,0.28,3,62.0,572,4.27,4.32,2.53
4717,0.38,0,55.0,572,4.63,4.65,2.89
4718,0.24,0,54.0,572,3.99,4.02,2.51
4719,0.24,0,54.0,572,3.99,4.03,2.48
4720,0.37,0,56.0,572,4.65,4.68,2.84
4721,0.3,0,57.0,572,4.28,4.32,2.65
4722,0.33,1,58.0,572,4.43,4.39,2.77
4723,0.33,0,56.0,572,4.44,4.4,2.77
4724,0.33,0,57.0,572,4.49,4.46,2.75
4725,0.33,1,58.0,572,4.5,4.46,2.75
4726,0.33,1,59.0,572,4.51,4.46,2.75
4727,0.33,3,58.0,572,4.38,4.36,2.76
4728,0.33,2,57.0,572,4.42,4.39,2.8
4729,0.42,3,61.0,573,4.85,4.9,2.9
4730,0.34,0,56.0,573,4.48,4.51,2.77
4731,0.3,0,56.0,573,4.3,4.33,2.66
4732,0.3,0,56.0,573,4.32,4.34,2.68
4733,0.3,0,55.0,573,4.3,4.32,2.68
4734,0.3,0,54.0,573,4.29,4.32,2.69
4735,0.3,0,55.0,573,4.3,4.34,2.69
4736,0.3,0,56.0,573,4.36,4.38,2.67
4737,0.3,0,56.0,573,4.35,4.39,2.66
4738,0.3,0,54.0,573,4.29,4.33,2.67
4739,0.3,0,58.0,573,4.28,4.31,2.65
4740,0.92,1,59.0,3679,6.19,6.11,3.8
4741,0.76,0,56.0,3680,5.83,5.87,3.64
4742,0.9,3,57.0,3681,6.13,6.19,3.88
4743,1.01,3,58.0,3682,6.41,6.46,3.99
4744,0.91,1,60.0,3682,6.21,6.23,3.82
4745,0.8,0,54.0,3682,5.98,5.96,3.7
4746,0.7,0,57.0,3683,5.62,5.67,3.53
4747,0.92,1,59.0,3684,6.23,6.19,3.89
4748,0.93,3,60.0,3685,6.43,6.48,3.8
4749,0.84,0,57.0,3685,6.03,6.08,3.78
4750,1.0,1,62.0,3685,6.42,6.35,3.96
4751,1.0,1,61.0,3685,6.5,6.41,3.92
4752,1.02,1,58.0,3686,6.4,6.47,4.02
4753,1.21,0,57.0,3686,6.94,6.89,4.24
4754,0.91,3,59.0,3688,6.2,6.22,3.8
4755,1.12,0,57.0,3688,6.69,6.62,4.15
4756,0.96,4,58.0,3688,6.14,6.12,3.99
4757,0.9,1,57.0,3689,6.29,6.21,3.72
4758,0.9,3,61.0,3689,6.17,6.19,3.75
4759,0.81,3,56.0,3689,5.92,5.98,3.73
4760,0.9,2,63.0,3689,6.07,6.03,3.85
4761,0.9,4,59.0,3689,6.1,6.03,3.93
4762,0.9,4,61.0,3689,6.05,6.01,3.89
4763,0.9,2,56.0,3689,6.07,6.04,3.88
4764,0.9,2,57.0,3689,6.1,6.04,3.88
4765,0.72,1,58.0,3689,5.75,5.68,3.59
4766,0.93,1,55.0,3689,6.27,6.24,3.89
4767,0.71,2,58.0,3690,5.65,5.6,3.61
4768,0.72,0,54.0,3690,5.74,5.76,3.57
4769,1.0,2,62.0,3690,6.37,6.4,3.94
4770,0.96,1,56.0,3690,6.47,6.42,3.83
4771,1.1,0,57.0,3690,6.68,6.62,4.08
4772,0.94,3,62.0,3691,6.22,6.3,3.81
4773,0.71,3,58.0,3692,5.63,5.73,3.51
4774,0.77,3,55.0,3692,5.85,5.88,3.67
4775,1.03,0,56.0,3692,6.56,6.53,3.95
4776,1.11,1,59.0,3692,6.69,6.63,4.09
4777,1.03,3,59.0,3692,6.35,6.32,4.01
4778,1.03,0,57.0,3692,6.58,6.52,3.96
4779,1.23,4,56.0,3692,6.76,6.56,4.49
4780,0.97,0,55.0,3694,6.37,6.32,3.91
4781,0.74,0,54.0,3694,5.85,5.81,3.62
4782,1.21,1,60.0,3694,6.93,6.88,4.07
4783,1.0,0,56.0,3696,6.34,6.27,3.93
4784,1.1,2,61.0,3696,6.82,6.73,3.9
4785,1.0,2,65.0,3696,6.55,6.59,3.79
4786,1.2,3,57.0,3696,6.96,7.01,4.09
4787,0.9,2,59.0,3696,5.97,5.99,3.83
4788,1.0,4,55.0,3696,6.21,6.19,4.12
4789,1.0,1,59.0,3696,6.54,6.5,3.85
4790,1.0,2,65.0,3696,6.47,6.44,3.72
4791,1.1,1,59.0,3696,6.5,6.47,0.0
4792,1.1,1,59.0,3696,6.55,6.51,4.08
4793,1.1,1,57.0,3696,6.66,6.61,4.06
4794,1.5,2,61.0,3696,7.22,7.1,4.57
4795,1.2,4,57.0,3696,6.73,6.57,4.36
4796,0.75,0,54.0,3696,5.86,5.84,3.65
4797,0.77,0,56.0,3697,5.87,5.9,3.65
4798,0.9,3,58.0,3697,6.08,6.14,3.88
4799,0.92,0,57.0,3697,6.16,6.13,3.87
4800,0.9,4,58.0,3697,5.98,6.01,3.88
4801,0.82,1,61.0,3697,6.08,6.04,3.62
4802,1.31,1,59.0,3697,7.06,7.01,4.2
4803,1.01,2,54.0,3699,6.44,6.36,4.07
4804,0.9,3,54.0,3699,6.09,6.13,3.9
4805,0.9,3,57.0,3699,6.06,6.11,3.86
4806,0.9,2,58.0,3699,6.24,6.28,3.63
4807,1.0,4,62.0,3700,6.1,6.03,4.01
4808,1.12,3,57.0,3700,6.51,6.47,4.12
4809,1.08,1,61.0,3701,6.66,6.61,3.94
4810,1.02,1,59.0,3701,6.57,6.54,3.88
4811,0.9,2,61.0,3701,6.03,5.97,3.8
4812,0.9,1,60.0,3701,6.31,6.23,3.71
4813,0.71,0,56.0,3701,5.76,5.8,3.53
4814,0.71,0,56.0,3701,5.77,5.8,3.53
4815,0.71,2,57.0,3701,5.73,5.76,3.55
4816,0.77,0,56.0,3702,5.85,5.91,3.63
4817,0.91,1,59.0,3703,6.2,6.24,3.8
4818,0.91,3,61.0,3703,6.07,6.09,3.82
4819,0.91,3,57.0,3703,6.09,6.18,3.85
4820,0.9,1,57.0,3704,6.23,6.2,3.76
4821,0.9,0,57.0,3704,6.2,6.13,3.86
4822,0.9,1,59.0,3704,6.31,6.24,3.77
4823,0.9,1,57.0,3704,6.18,6.15,3.84
4824,0.9,1,57.0,3704,6.41,6.34,3.7
4825,0.9,1,59.0,3704,6.23,6.2,3.82
4826,0.9,1,61.0,3704,6.16,6.14,3.81
4827,0.9,1,62.0,3704,6.2,6.11,3.78
4828,0.9,1,55.0,3704,6.35,6.28,3.81
4829,0.73,3,57.0,3705,5.74,5.76,3.57
4830,0.85,3,56.0,3705,6.01,6.08,3.76
4831,0.71,0,55.0,3705,5.73,5.84,3.54
4832,0.9,3,59.0,3706,6.06,6.15,3.84
4833,0.92,3,57.0,3707,6.12,6.21,3.93
4834,0.77,0,56.0,3707,5.91,5.94,3.63
4835,0.72,0,56.0,3708,5.75,5.78,3.56
4836,0.9,3,60.0,3709,6.28,6.35,3.71
4837,0.9,3,59.0,3709,6.23,6.26,3.79
4838,0.9,3,60.0,3709,6.15,6.17,3.88
4839,0.9,3,58.0,3709,6.17,6.22,3.71
4840,1.01,3,57.0,3709,6.61,6.66,3.95
4841,0.92,1,59.0,3709,6.36,6.31,3.74
4842,0.86,0,56.0,3709,6.05,6.08,3.81
4843,0.91,3,59.0,3710,6.12,6.09,3.87
4844,0.75,0,54.0,3710,5.83,5.84,3.61
4845,0.79,0,56.0,3710,5.97,5.99,3.64
4846,0.71,0,57.0,3710,5.76,5.78,3.51
4847,0.71,0,56.0,3710,5.81,5.82,3.54
4848,0.71,0,56.0,3710,5.72,5.76,3.53
4849,0.71,0,56.0,3710,5.7,5.74,3.54
4850,0.71,0,56.0,3710,5.75,5.78,3.54
4851,0.71,0,57.0,3710,5.71,5.77,3.53
4852,0.71,0,56.0,3710,5.69,5.75,3.51
4853,0.71,0,56.0,3710,5.76,5.79,3.52
4854,0.71,0,56.0,3710,5.69,5.72,3.53
4855,0.71,0,55.0,3710,5.71,5.73,3.54
4856,0.71,0,56.0,3710,5.72,5.75,3.52
4857,0.71,0,57.0,3710,5.72,5.73,3.52
4858,0.91,3,61.0,3710,6.1,6.05,3.86
4859,1.16,1,59.0,3711,6.78,6.74,4.18
4860,1.0,1,59.0,3712,6.34,6.41,3.93
4861,1.0,1,58.0,3712,6.39,6.44,3.9
4862,0.75,0,56.0,3712,5.85,5.9,3.59
4863,1.02,1,59.0,3713,6.4,6.37,3.9
4864,0.78,0,55.0,3713,5.99,5.96,3.65
4865,0.92,3,60.0,3713,6.18,6.22,3.87
4866,0.8,0,58.0,3713,5.99,6.03,3.68
4867,1.0,1,61.0,3713,6.35,6.32,3.89
4868,1.02,1,60.0,3713,6.45,6.39,3.87
4869,1.02,2,60.0,3713,6.36,6.25,4.06
4870,1.02,1,57.0,3713,6.51,6.45,3.97
4871,1.0,3,63.0,3713,6.33,6.23,3.96
4872,1.02,3,63.0,3713,6.36,6.32,4.02
4873,1.02,1,58.0,3713,6.48,6.45,3.93
4874,1.02,0,56.0,3713,6.4,6.34,3.95
4875,1.02,0,56.0,3713,6.44,6.39,3.98
4876,0.9,1,58.0,3714,6.13,6.08,3.74
4877,0.73,0,57.0,3714,5.79,5.73,3.57
4878,0.9,3,58.0,3715,6.18,6.23,3.82
4879,0.9,3,54.0,3715,6.13,6.21,3.84
4880,0.79,0,55.0,3715,5.94,6.04,3.69
4881,0.76,0,57.0,3716,5.89,5.96,3.61
4882,0.71,0,58.0,3716,5.72,5.78,3.5
4883,0.97,2,56.0,3717,6.4,6.46,3.86
4884,1.01,1,60.0,3717,6.46,6.4,3.86
4885,1.01,2,63.0,3717,6.6,6.56,3.76
4886,0.75,3,57.0,3718,5.81,5.78,3.65
4887,0.9,3,57.0,3718,6.07,6.13,3.88
4888,0.9,0,56.0,3718,6.14,6.21,3.85
4889,0.9,2,55.0,3718,6.04,6.15,3.95
4890,0.71,1,59.0,3718,5.9,5.85,3.48
4891,1.04,0,57.0,3718,6.51,6.46,4.0
4892,0.72,3,58.0,3719,5.71,5.74,3.55
4893,0.73,3,56.0,3720,5.79,5.83,3.52
4894,0.9,3,57.0,3720,6.15,6.2,3.78
4895,0.8,3,57.0,3720,5.9,5.98,3.72
4896,0.8,3,57.0,3720,5.92,5.95,3.7
4897,0.9,1,55.0,3720,6.29,6.27,3.83
4898,0.77,0,56.0,3721,5.84,5.9,3.63
4899,1.01,1,61.0,3722,6.28,6.22,3.81
4900,0.9,0,57.0,3722,6.07,6.19,3.77
4901,0.72,0,56.0,3722,5.77,5.79,3.54
4902,0.96,3,59.0,3723,6.18,6.29,3.9
4903,0.91,0,58.0,3723,6.25,6.29,3.83
4904,0.91,0,53.0,3723,6.22,6.3,3.87
4905,0.92,2,63.0,3723,6.27,6.34,3.84
4906,1.12,1,59.0,3723,6.6,6.54,4.1
4907,0.95,1,56.0,3724,6.41,6.36,3.8
4908,0.7,3,56.0,3724,5.63,5.7,3.54
4909,0.7,3,59.0,3724,5.67,5.81,3.5
4910,0.9,3,56.0,3724,6.14,6.2,3.8
4911,0.9,2,57.0,3724,6.12,6.15,3.87
4912,0.92,3,57.0,3724,6.13,6.16,3.92
4913,1.25,1,59.0,3724,7.12,7.05,4.11
4914,0.9,0,56.0,3724,6.2,6.23,3.84
4915,0.9,2,63.0,3724,6.09,6.12,3.79
4916,0.92,1,58.0,3725,6.23,6.27,3.84
4917,0.7,3,59.0,3725,5.58,5.62,3.53
4918,0.7,0,57.0,3725,5.74,5.71,3.53
4919,0.9,4,54.0,3725,6.09,6.14,3.95
4920,1.21,2,63.0,3726,6.67,6.72,4.24
4921,0.91,3,60.0,3726,6.13,6.16,3.77
4922,1.1,1,59.0,3726,6.74,6.72,4.01
4923,0.91,0,59.0,3726,6.13,6.18,3.83
4924,0.9,2,56.0,3726,6.33,6.28,3.6
4925,1.08,3,56.0,3726,6.53,6.48,4.13
4926,1.13,0,55.0,3729,6.66,6.7,4.14
4927,1.03,3,60.0,3729,6.64,6.67,3.86
4928,0.97,0,55.0,3729,6.47,6.41,3.91
4929,1.11,3,59.0,3730,6.55,6.46,4.11
4930,0.9,3,56.0,3730,6.23,6.28,3.79
4931,0.9,2,60.0,3730,6.06,6.12,3.74
4932,0.91,4,61.0,3730,6.06,5.99,3.9
4933,0.91,4,57.0,3730,6.08,6.04,3.95
4934,0.91,2,58.0,3730,6.09,6.06,3.89
4935,0.9,1,59.0,3730,6.25,6.22,3.8
4936,1.11,4,58.0,3730,6.55,6.5,4.2
4937,0.9,1,59.0,3730,6.26,6.19,3.78
4938,0.98,3,59.0,3731,6.33,6.39,3.95
4939,1.01,0,55.0,3732,6.45,6.5,3.99
4940,1.01,1,60.0,3732,6.55,6.5,3.89
4941,0.58,0,55.0,3732,5.33,5.37,3.32
4942,0.76,0,55.0,3732,5.81,5.84,3.63
4943,0.8,0,57.0,3732,5.93,5.89,3.65
4944,1.19,0,57.0,3732,6.83,6.79,4.19
4945,1.27,1,62.0,3732,7.05,7.0,4.23
4946,1.01,0,56.0,3733,6.44,6.38,4.0
4947,1.01,1,58.0,3733,6.38,6.32,3.98
4948,1.15,2,60.0,3733,6.63,6.56,4.21
4949,1.01,2,55.0,3733,6.34,6.31,4.07
4950,0.9,2,62.0,3733,6.17,6.26,3.79
4951,1.01,1,59.0,3733,6.51,6.46,3.94
4952,1.01,0,55.0,3733,6.45,6.38,3.97
4953,1.01,4,56.0,3733,6.23,6.19,4.05
4954,1.01,1,59.0,3733,6.43,6.37,3.92
4955,0.9,2,59.0,3734,6.08,6.12,3.83
4956,0.9,2,59.0,3734,6.05,6.08,3.87
4957,0.9,1,60.0,3734,6.1,6.16,3.81
4958,0.9,2,59.0,3734,6.05,6.1,3.84
4959,0.91,3,60.0,3734,6.16,6.22,3.85
4960,0.9,2,64.0,3734,6.02,6.07,3.85
4961,0.9,2,59.0,3734,6.01,6.05,3.86
4962,0.9,3,61.0,3734,6.07,6.13,3.78
4963,0.9,2,59.0,3734,6.11,6.15,3.87
4964,0.9,2,58.0,3734,6.09,6.12,3.89
4965,0.9,2,60.0,3734,6.07,6.11,3.88
4966,0.91,3,58.0,3734,6.13,6.16,3.86
4967,0.91,3,57.0,3734,6.19,6.24,3.85
4968,0.9,2,61.0,3734,6.27,6.36,3.72
4969,1.13,1,60.0,3734,6.74,6.66,4.16
4970,1.51,4,59.0,3734,7.09,7.0,4.78
4971,1.51,4,56.0,3734,7.17,7.05,4.8
4972,0.73,0,55.0,3735,5.71,5.76,3.59
4973,1.14,2,65.0,3735,6.8,6.75,4.06
4974,1.15,1,59.0,3735,6.82,6.78,4.05
4975,0.78,0,56.0,3736,5.85,5.88,3.69
4976,0.78,0,55.0,3736,5.91,5.94,3.65
4977,0.9,2,58.0,3736,6.08,6.11,3.84
4978,0.8,3,56.0,3737,5.93,5.96,3.69
4979,1.01,2,58.0,3737,6.37,6.31,4.05
4980,0.7,0,59.0,3737,5.69,5.73,3.48
4981,0.93,3,57.0,3738,6.21,6.26,3.91
4982,1.03,0,57.0,3738,6.48,6.43,4.02
4983,0.71,0,57.0,3739,5.74,5.79,3.51
4984,1.01,0,57.0,3739,6.42,6.46,3.96
4985,1.19,3,56.0,3739,6.69,6.56,4.2
4986,1.0,2,60.0,3740,6.27,6.3,3.97
4987,0.75,0,56.0,3740,5.79,5.85,3.61
4988,1.0,4,60.0,3740,6.19,6.1,4.0
4989,0.72,0,57.0,3740,5.72,5.74,3.57
4990,1.06,1,60.0,3740,6.59,6.52,4.02
4991,0.9,1,59.0,3740,6.18,6.14,3.76
4992,0.9,2,58.0,3740,6.13,6.09,3.9
4993,0.9,1,58.0,3740,6.27,6.05,3.84
4994,0.9,2,57.0,3740,6.07,6.03,3.85
4995,0.7,0,54.8,3741,5.68,5.72,3.53
4996,0.58,0,56.0,3741,5.34,5.36,3.33
4997,0.9,2,63.0,3741,6.04,6.07,3.87
4998,1.08,2,59.0,3742,6.4,6.57,4.1
4999,1.05,3,59.0,3742,6.42,6.46,4.01
5000,0.87,1,56.0,3742,6.3,6.26,3.69
5001,1.09,3,59.0,3742,6.59,6.54,4.16
5002,0.91,1,60.0,3743,6.14,6.1,3.77
5003,0.91,0,56.0,3743,6.15,6.05,3.84
5004,1.03,2,59.0,3743,6.66,6.63,3.8
5005,0.9,4,56.0,3743,6.12,6.18,3.99
5006,1.03,4,56.0,3743,6.31,6.19,4.15
5007,0.92,2,59.0,3744,6.11,6.19,3.8
5008,0.78,3,55.0,3744,5.89,5.94,3.65
5009,0.93,2,62.0,3744,6.36,6.38,3.77
5010,1.02,3,56.0,3745,6.38,6.42,4.05
5011,1.13,0,55.0,3745,6.69,6.65,4.15
5012,1.1,1,61.0,3745,6.7,6.65,3.99
5013,1.1,0,56.0,3745,6.65,6.61,4.1
5014,1.52,4,58.0,3745,7.07,7.0,4.76
5015,0.91,1,58.0,3746,6.14,6.09,3.83
5016,0.9,3,60.0,3746,6.23,6.28,3.78
5017,0.72,0,56.0,3746,5.77,5.83,3.53
5018,0.93,3,58.0,3746,6.16,6.18,3.89
5019,1.13,1,58.0,3746,6.77,6.66,4.11
5020,0.91,1,61.0,3746,6.58,6.41,3.77
5021,0.91,3,54.0,3746,6.22,6.14,3.91
5022,0.74,0,55.0,3746,5.85,5.79,3.59
5023,0.91,0,56.0,3746,6.17,6.14,3.83
5024,0.91,0,57.0,3746,6.22,6.18,3.87
5025,0.91,2,62.0,3747,6.32,6.38,3.68
5026,0.9,3,60.0,3748,6.09,6.13,3.82
5027,0.71,0,55.0,3748,5.78,5.75,3.55
5028,0.92,1,59.0,3749,6.19,6.23,3.89
5029,1.01,3,56.0,3749,6.35,6.4,4.01
5030,1.01,1,60.0,3749,6.34,6.4,3.93
5031,1.03,0,56.0,3749,6.53,6.49,4.03
5032,0.63,0,57.0,3749,5.53,5.57,3.38
5033,1.03,4,57.0,3749,6.35,6.25,4.18
5034,1.03,1,62.0,3749,6.43,6.38,4.02
5035,1.03,1,61.0,3749,6.49,6.44,3.95
5036,1.03,1,60.0,3749,6.47,6.41,4.0
5037,1.03,1,58.0,3749,6.46,6.41,3.99
5038,0.9,2,56.0,3750,5.99,5.92,3.8
5039,1.08,1,59.0,3750,6.75,6.69,4.04
5040,0.3,0,58.0,573,4.3,4.36,2.62
5041,0.33,0,55.0,573,4.44,4.47,2.75
5042,0.4,0,54.0,573,4.73,4.76,2.97
5043,0.4,0,56.0,573,4.71,4.75,2.95
5044,0.4,0,53.0,573,4.75,4.78,2.96
5045,0.4,0,55.0,573,4.74,4.78,2.94
5046,0.31,0,55.0,573,4.44,4.36,2.7
5047,0.31,1,57.0,573,4.44,4.4,2.61
5048,0.31,1,55.0,573,4.36,4.34,2.71
5049,0.31,1,55.0,573,4.39,4.35,2.67
5050,0.31,2,57.0,573,4.33,4.32,2.75
5051,0.31,1,60.0,573,4.34,4.32,2.7
5052,0.31,1,57.0,573,4.35,4.32,2.65
5053,0.31,0,56.0,573,4.38,4.33,2.73
5054,0.31,1,60.0,573,4.4,4.33,2.64
5055,0.31,3,57.0,573,4.34,4.31,2.73
5056,0.3,0,56.0,574,4.4,4.37,2.64
5057,0.31,0,57.0,574,4.35,4.38,2.68
5058,0.31,0,56.0,574,4.34,4.37,2.67
5059,0.34,1,58.0,574,4.46,4.43,2.79
5060,0.34,3,54.0,574,4.48,4.46,2.83
5061,0.34,1,58.0,574,4.58,4.55,2.74
5062,0.34,1,61.0,574,4.48,4.44,2.75
5063,0.34,1,58.0,574,4.47,4.45,2.81
5064,0.3,1,57.0,574,4.34,4.25,2.69
5065,0.3,1,59.0,574,4.28,4.26,2.63
5066,0.3,2,56.0,574,4.3,4.26,2.73
5067,0.3,1,57.0,574,4.35,4.31,2.66
5068,0.3,1,57.0,574,4.37,4.32,2.6
5069,0.3,1,60.0,574,4.39,4.35,2.61
5070,0.77,0,54.0,3750,5.91,5.94,3.66
5071,0.95,2,57.0,3750,6.41,6.45,3.84
5072,0.9,4,59.0,3750,5.96,5.92,3.9
5073,0.93,1,59.0,3750,6.27,6.23,3.86
5074,0.9,4,57.0,3750,6.03,5.99,3.95
5075,1.01,1,57.0,3750,6.39,6.33,4.0
5076,0.93,4,58.0,3750,6.13,6.07,3.94
5077,0.91,3,60.0,3751,6.05,6.09,3.87
5078,1.25,1,58.0,3751,7.02,6.96,4.18
5079,0.92,1,60.0,3751,6.26,6.19,3.83
5080,0.91,0,56.0,3751,6.22,6.18,3.86
5081,0.9,4,65.0,3751,6.06,5.94,3.94
5082,0.9,3,56.0,3752,6.08,6.11,3.86
5083,0.9,3,57.0,3752,6.04,6.13,3.88
5084,0.7,0,54.2,3752,5.72,5.76,3.52
5085,0.9,2,61.0,3752,6.19,6.22,3.72
5086,1.0,2,59.0,3752,6.65,6.51,3.8
5087,1.0,1,59.0,3752,6.4,6.33,3.89
5088,1.06,3,58.0,3754,6.45,6.53,4.04
5089,1.02,4,59.0,3754,6.27,6.24,4.1
5090,1.02,1,58.0,3754,6.47,6.4,4.02
5091,0.9,2,56.0,3755,6.04,6.07,3.88
5092,0.9,2,63.0,3755,6.03,6.07,3.85
5093,1.14,0,57.0,3755,6.67,6.7,4.13
5094,1.03,3,60.0,3755,6.35,6.39,4.01
5095,1.02,3,59.0,3755,6.34,6.41,4.01
5096,0.77,0,56.0,3755,5.9,5.84,3.63
5097,0.91,0,57.0,3756,6.19,6.26,3.9
5098,0.91,3,58.0,3756,6.11,6.06,3.85
5099,0.81,0,57.0,3756,5.97,6.02,3.7
5100,1.01,2,62.0,3756,6.42,6.46,3.83
5101,0.86,4,58.8,3756,5.95,6.04,3.87
5102,0.73,0,57.0,3758,5.77,5.8,3.57
5103,0.94,1,59.0,3758,6.37,6.34,3.84
5104,0.61,0,56.0,3758,5.47,5.42,3.36
5105,0.72,0,56.0,3759,5.76,5.79,3.56
5106,0.72,0,56.0,3759,5.77,5.8,3.56
5107,0.72,0,57.0,3759,5.79,5.87,3.54
5108,0.72,0,56.0,3759,5.75,5.78,3.56
5109,0.72,0,56.0,3759,5.75,5.79,3.54
5110,0.72,0,55.0,3759,5.77,5.81,3.53
5111,0.72,0,56.0,3759,5.74,5.78,3.54
5112,0.72,0,56.0,3759,5.74,5.77,3.53
5113,0.72,0,56.0,3759,5.82,5.85,3.53
5114,0.71,3,52.0,3760,5.8,5.87,3.52
5115,0.79,0,56.0,3760,5.89,5.93,3.67
5116,1.09,0,57.0,3760,6.74,6.65,3.98
5117,0.74,0,57.0,3760,5.83,5.85,3.56
5118,1.01,1,61.0,3761,6.47,6.42,3.9
5119,0.72,3,55.0,3762,5.72,5.78,3.57
5120,0.91,3,56.0,3762,6.14,6.18,3.86
5121,1.04,0,57.0,3762,6.55,6.6,3.97
5122,0.92,3,58.0,3763,6.18,6.22,3.9
5123,0.91,3,56.0,3763,6.14,6.17,3.87
5124,0.91,3,59.0,3763,6.2,6.14,3.91
5125,0.7,0,57.0,3763,5.69,5.73,3.52
5126,0.78,0,56.0,3763,5.88,5.94,3.66
5127,0.92,0,56.0,3763,6.27,6.32,3.87
5128,0.91,0,57.0,3763,6.26,6.34,3.8
5129,0.91,2,57.0,3763,6.02,6.04,3.9
5130,1.0,4,54.0,3763,6.33,6.27,4.07
5131,1.0,2,65.0,3763,6.59,6.55,3.79
5132,1.0,4,55.0,3763,6.34,6.25,4.11
5133,1.0,1,62.0,3763,6.46,6.41,3.88
5134,1.0,1,58.0,3763,6.45,6.38,3.9
5135,1.0,2,53.0,3763,6.34,6.28,4.04
5136,1.2,0,57.0,3763,7.01,6.96,4.09
5137,1.12,0,56.0,3763,6.69,6.66,4.1
5138,1.0,1,62.0,3763,6.5,6.47,3.9
5139,1.0,4,56.0,3763,6.01,5.94,4.12
5140,1.0,3,56.0,3763,6.4,6.32,4.02
5141,0.91,1,56.0,3763,6.21,6.16,3.87
5142,1.22,4,61.0,3763,6.75,6.68,4.34
5143,1.0,3,56.0,3763,6.37,6.3,4.02
5144,0.9,3,52.0,3764,6.19,6.23,3.9
5145,1.51,4,61.0,3765,7.16,7.0,4.66
5146,1.03,4,58.0,3765,6.3,6.26,4.12
5147,0.93,3,58.0,3766,6.19,6.21,3.91
5148,0.85,0,56.0,3766,6.05,6.1,3.77
5149,1.01,1,62.0,3767,6.56,6.5,3.89
5150,0.76,1,59.0,3767,5.94,5.85,3.57
5151,1.0,4,66.0,3767,6.1,6.01,3.97
5152,1.01,2,56.0,3768,6.25,6.32,4.02
5153,1.01,2,58.0,3768,6.34,6.38,4.01
5154,0.96,1,58.0,3768,6.27,6.24,3.92
5155,1.02,1,60.0,3769,6.42,6.47,3.96
5156,1.02,3,57.0,3769,6.37,6.4,4.05
5157,1.02,1,59.0,3769,6.57,6.54,3.88
5158,1.0,2,61.0,3769,6.5,6.52,3.82
5159,0.9,2,57.0,3770,6.34,6.41,3.7
5160,0.9,3,61.0,3770,6.14,6.16,3.81
5161,0.9,3,62.0,3770,6.11,6.2,3.78
5162,0.9,1,59.0,3770,6.2,6.23,3.82
5163,1.01,3,56.0,3770,6.41,6.45,3.99
5164,0.9,3,57.0,3770,6.22,6.25,3.79
5165,0.9,0,56.0,3770,6.24,6.18,3.82
5166,1.02,2,61.0,3770,6.75,6.68,3.89
5167,0.91,3,56.0,3771,6.18,6.1,3.89
5168,0.91,3,56.0,3772,6.12,6.16,3.87
5169,0.9,3,57.0,3772,6.21,6.26,3.85
5170,0.91,0,57.0,3772,6.13,6.18,3.85
5171,0.71,0,57.0,3772,5.7,5.75,3.54
5172,1.02,2,65.0,3773,6.54,6.59,3.87
5173,0.71,0,55.0,3773,5.68,5.72,3.53
5174,1.04,1,57.0,3774,6.53,6.47,4.03
5175,1.04,1,57.0,3774,6.53,6.47,4.03
5176,0.83,3,56.0,3774,6.0,6.03,3.72
5177,1.29,3,61.0,3774,7.11,7.15,4.15
5178,0.9,1,58.0,3774,6.11,6.02,3.82
5179,0.9,1,61.0,3774,6.21,6.16,3.75
5180,0.91,0,56.0,3774,6.16,6.19,3.86
5181,0.83,0,55.0,3774,6.02,6.05,3.74
5182,0.83,0,55.0,3774,6.03,6.07,3.75
5183,0.9,1,60.0,3774,6.17,6.14,3.77
5184,0.9,1,59.0,3774,6.14,6.1,3.84
5185,0.9,2,61.0,3774,6.09,6.05,3.87
5186,0.8,0,56.0,3774,6.02,5.96,3.66
5187,0.9,1,58.0,3774,6.13,6.08,3.83
5188,0.83,0,56.0,3775,6.03,6.05,3.72
5189,0.9,2,55.0,3775,6.14,6.09,3.89
5190,1.07,0,56.0,3775,6.61,6.57,4.01
5191,1.07,1,59.0,3775,6.6,6.56,3.95
