,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RISK_MM,RainTomorrow,year,quarter,month,day
7815,13.9,28.6,0.0,4.0,43.0,5.0,20.0,24.0,46.0,25.0,7.0,7.0,19.6,0,0.0,0,2014,2,5,26
7816,18.6,25.8,0.0,4.0,54.0,1.0,20.0,11.0,38.0,84.0,7.0,7.0,19.3,0,1.4,1,2014,2,5,27
7817,10.4,20.6,1.4,0.0,31.0,0.0,7.0,20.0,65.0,43.0,5.0,3.0,14.9,1,0.0,0,2014,2,5,28
7818,8.1,20.6,0.0,13.0,20.0,8.0,9.0,9.0,69.0,37.0,1.0,6.0,14.0,0,0.0,0,2014,2,5,29
7819,7.2,20.2,0.0,13.0,20.0,14.0,17.0,6.0,73.0,36.0,7.0,6.0,11.2,0,0.6,0,2014,2,5,30
7820,10.3,22.6,0.6,2.0,54.0,3.0,19.0,15.0,83.0,54.0,7.0,7.0,13.8,0,33.2,1,2014,2,5,31
7821,11.7,14.9,33.2,8.0,22.0,1.0,9.0,11.0,94.0,90.0,8.0,7.0,12.5,1,0.4,0,2014,2,6,1
7822,9.7,15.9,0.4,7.0,24.0,15.0,7.0,11.0,96.0,62.0,6.0,6.0,10.6,0,0.0,0,2014,2,6,2
7823,6.1,15.9,0.0,2.0,15.0,0.0,6.0,9.0,90.0,54.0,1.0,7.0,10.7,0,0.0,0,2014,2,6,3
7824,10.7,16.2,0.0,9.0,20.0,10.0,6.0,13.0,73.0,49.0,7.0,7.0,13.5,0,0.2,0,2014,2,6,4
7825,7.3,17.6,0.2,9.0,31.0,10.0,13.0,17.0,86.0,46.0,1.0,3.0,10.3,0,0.0,0,2014,2,6,5
7827,8.5,17.7,0.0,9.0,28.0,10.0,9.0,17.0,91.0,44.0,1.0,1.0,10.0,0,0.0,0,2014,2,6,7
7828,5.8,16.6,0.0,15.0,35.0,9.0,11.0,19.0,97.0,45.0,7.0,2.0,8.1,0,0.0,0,2014,2,6,8
7829,4.1,17.0,0.0,12.0,39.0,13.0,13.0,20.0,67.0,38.0,1.0,5.0,9.5,0,0.0,0,2014,2,6,9
7830,6.1,18.3,0.0,14.0,39.0,13.0,17.0,17.0,73.0,45.0,7.0,6.0,11.2,0,0.0,0,2014,2,6,10
7831,7.8,18.9,0.0,8.0,35.0,14.0,20.0,17.0,73.0,45.0,5.0,1.0,11.3,0,0.0,0,2014,2,6,11
7832,8.9,21.5,0.0,5.0,35.0,3.0,19.0,19.0,54.0,37.0,6.0,1.0,12.9,0,3.0,1,2014,2,6,12
7833,11.3,14.0,3.0,3.0,28.0,5.0,19.0,15.0,92.0,88.0,7.0,8.0,12.3,1,1.6,1,2014,2,6,13
7834,7.5,14.7,1.6,11.0,28.0,2.0,7.0,13.0,95.0,66.0,7.0,7.0,9.7,1,1.2,1,2014,2,6,14
7835,6.7,14.4,1.2,7.0,31.0,15.0,17.0,13.0,96.0,64.0,8.0,4.0,9.3,1,0.0,0,2014,2,6,15
7836,3.9,13.8,0.0,7.0,28.0,7.0,6.0,15.0,89.0,62.0,4.0,7.0,7.8,0,0.0,0,2014,2,6,16
7837,6.3,16.4,0.0,15.0,28.0,10.0,13.0,13.0,82.0,50.0,7.0,4.0,11.2,0,0.2,0,2014,2,6,17
7838,5.5,17.7,0.2,9.0,48.0,13.0,9.0,11.0,84.0,43.0,0.0,0.0,9.5,0,0.0,0,2014,2,6,18
7839,6.6,20.0,0.0,5.0,39.0,5.0,15.0,17.0,83.0,43.0,7.0,7.0,10.3,0,0.0,0,2014,2,6,19
7840,8.4,20.8,0.0,1.0,33.0,1.0,9.0,19.0,77.0,32.0,4.0,2.0,12.2,0,0.0,0,2014,2,6,20
7841,6.6,19.8,0.0,2.0,37.0,0.0,7.0,13.0,61.0,40.0,8.0,7.0,10.6,0,1.0,0,2014,2,6,21
7842,4.7,17.9,1.0,3.0,19.0,12.0,4.0,9.0,90.0,47.0,0.0,3.0,10.9,0,0.0,0,2014,2,6,22
7843,9.8,16.2,0.0,11.0,43.0,11.0,17.0,24.0,68.0,43.0,7.0,7.0,11.5,0,0.0,0,2014,2,6,23
7844,4.7,16.0,0.0,1.0,44.0,0.0,24.0,28.0,65.0,43.0,1.0,2.0,8.2,0,0.0,0,2014,2,6,24
7845,7.4,16.6,0.0,2.0,31.0,0.0,17.0,15.0,82.0,43.0,1.0,1.0,10.3,0,0.0,0,2014,2,6,25
7846,4.1,17.5,0.0,1.0,22.0,0.0,7.0,11.0,68.0,43.0,0.0,1.0,9.7,0,0.0,0,2014,2,6,26
7847,5.3,19.1,0.0,5.0,44.0,6.0,17.0,24.0,64.0,20.0,2.0,3.0,8.4,0,0.0,0,2014,2,6,27
7848,6.7,15.8,0.0,11.0,63.0,1.0,15.0,28.0,46.0,34.0,7.0,3.0,10.7,0,0.4,0,2014,2,6,28
7849,4.6,14.1,0.4,0.0,43.0,0.0,20.0,22.0,75.0,39.0,1.0,5.0,7.9,0,0.0,0,2014,2,6,29
7850,4.5,12.9,0.0,7.0,35.0,2.0,13.0,20.0,88.0,42.0,8.0,5.0,6.0,0,0.0,0,2014,2,6,30
7851,4.3,15.1,0.0,2.0,31.0,15.0,9.0,17.0,68.0,55.0,3.0,7.0,9.1,0,0.0,0,2014,3,7,1
7852,3.9,15.7,0.0,12.0,24.0,10.0,6.0,11.0,67.0,46.0,0.0,0.0,8.0,0,0.0,0,2014,3,7,2
7854,5.2,19.9,0.0,4.0,35.0,11.0,11.0,20.0,50.0,23.0,1.0,1.0,10.7,0,0.0,0,2014,3,7,4
7855,4.6,15.2,0.0,2.0,43.0,2.0,15.0,19.0,67.0,39.0,0.0,1.0,9.2,0,0.0,0,2014,3,7,5
7856,3.7,12.9,0.0,2.0,33.0,0.0,9.0,19.0,61.0,39.0,7.0,7.0,8.4,0,0.0,0,2014,3,7,6
7857,2.4,16.2,0.0,11.0,22.0,2.0,4.0,11.0,76.0,41.0,5.0,1.0,9.5,0,0.0,0,2014,3,7,7
7858,4.1,17.6,0.0,6.0,37.0,4.0,19.0,19.0,61.0,28.0,1.0,1.0,8.3,0,0.0,0,2014,3,7,8
7859,4.8,16.8,0.0,11.0,57.0,1.0,20.0,30.0,25.0,18.0,6.0,7.0,11.3,0,0.0,0,2014,3,7,9
7860,5.4,13.3,0.0,0.0,48.0,2.0,20.0,17.0,63.0,46.0,1.0,4.0,7.9,0,0.0,0,2014,3,7,10
7861,2.1,16.2,0.0,1.0,30.0,0.0,2.0,13.0,70.0,34.0,0.0,1.0,8.3,0,0.0,0,2014,3,7,11
7862,3.4,16.7,0.0,15.0,39.0,7.0,9.0,17.0,49.0,41.0,1.0,6.0,10.1,0,0.0,0,2014,3,7,12
7863,0.6,14.3,0.0,12.0,31.0,9.0,9.0,15.0,77.0,29.0,1.0,3.0,4.6,0,0.0,0,2014,3,7,13
7864,2.1,13.6,0.0,8.0,39.0,14.0,19.0,17.0,60.0,41.0,7.0,7.0,6.8,0,0.0,0,2014,3,7,14
7865,6.8,17.7,0.0,5.0,35.0,6.0,20.0,17.0,54.0,39.0,8.0,8.0,11.9,0,0.8,0,2014,3,7,15
7866,7.6,15.0,0.8,0.0,33.0,0.0,17.0,15.0,81.0,53.0,2.0,5.0,10.4,0,0.0,0,2014,3,7,16
7867,4.7,16.1,0.0,2.0,59.0,2.0,17.0,22.0,60.0,37.0,1.0,5.0,10.3,0,0.2,0,2014,3,7,17
7868,4.3,13.5,0.2,7.0,56.0,7.0,26.0,26.0,76.0,38.0,7.0,1.0,4.9,0,0.0,0,2014,3,7,18
7869,-0.1,14.4,0.0,9.0,31.0,10.0,11.0,13.0,79.0,36.0,1.0,1.0,4.7,0,0.0,0,2014,3,7,19
7870,1.4,15.2,0.0,13.0,26.0,13.0,9.0,11.0,76.0,30.0,7.0,7.0,4.9,0,0.0,0,2014,3,7,20
7871,4.9,18.6,0.0,14.0,20.0,13.0,13.0,6.0,70.0,40.0,1.0,4.0,10.1,0,0.0,0,2014,3,7,21
7872,6.7,18.6,0.0,12.0,22.0,9.0,6.0,11.0,72.0,39.0,0.0,2.0,11.2,0,0.0,0,2014,3,7,22
7873,6.3,18.5,0.0,8.0,28.0,6.0,15.0,13.0,67.0,39.0,3.0,7.0,11.3,0,0.0,0,2014,3,7,23
7874,9.6,22.5,0.0,5.0,35.0,5.0,15.0,20.0,62.0,19.0,7.0,4.0,11.6,0,0.2,0,2014,3,7,24
7878,5.2,20.6,0.0,11.0,31.0,1.0,11.0,13.0,45.0,21.0,1.0,0.0,12.5,0,0.0,0,2014,3,7,28
7879,6.7,22.9,0.0,0.0,35.0,0.0,11.0,17.0,27.0,14.0,1.0,1.0,15.7,0,0.0,0,2014,3,7,29
7880,8.1,23.1,0.0,11.0,35.0,0.0,6.0,19.0,37.0,21.0,0.0,0.0,13.9,0,0.0,0,2014,3,7,30
7881,8.6,23.9,0.0,4.0,50.0,11.0,13.0,28.0,31.0,10.0,0.0,0.0,16.3,0,0.0,0,2014,3,7,31
7882,8.5,14.7,0.0,2.0,56.0,2.0,24.0,33.0,50.0,25.0,1.0,2.0,10.6,0,0.0,0,2014,3,8,1
7884,-0.8,16.4,0.0,13.0,28.0,13.0,9.0,13.0,63.0,18.0,0.0,0.0,6.0,0,0.0,0,2014,3,8,3
7885,4.6,19.3,0.0,8.0,26.0,8.0,13.0,11.0,64.0,42.0,7.0,6.0,8.9,0,0.0,0,2014,3,8,4
7886,7.4,20.1,0.0,14.0,19.0,13.0,11.0,9.0,67.0,34.0,7.0,6.0,10.9,0,0.0,0,2014,3,8,5
7887,5.3,19.9,0.0,2.0,26.0,0.0,11.0,15.0,46.0,27.0,0.0,1.0,11.6,0,0.0,0,2014,3,8,6
7888,4.3,18.6,0.0,7.0,28.0,9.0,9.0,11.0,49.0,22.0,0.0,0.0,11.4,0,0.0,0,2014,3,8,7
7889,2.9,18.5,0.0,15.0,26.0,10.0,11.0,11.0,53.0,30.0,0.0,1.0,10.9,0,0.0,0,2014,3,8,8
7890,5.0,20.3,0.0,1.0,22.0,1.0,9.0,9.0,52.0,21.0,1.0,1.0,13.0,0,0.0,0,2014,3,8,9
7891,6.7,21.6,0.0,0.0,37.0,2.0,9.0,20.0,28.0,19.0,7.0,3.0,13.0,0,0.0,0,2014,3,8,10
7892,3.0,13.4,0.0,10.0,33.0,10.0,13.0,17.0,55.0,24.0,0.0,1.0,7.7,0,0.0,0,2014,3,8,11
7893,-0.2,15.2,0.0,12.0,41.0,9.0,11.0,15.0,51.0,25.0,2.0,6.0,6.0,0,0.0,0,2014,3,8,12
7894,5.8,17.4,0.0,8.0,37.0,13.0,24.0,15.0,61.0,26.0,1.0,1.0,10.0,0,0.0,0,2014,3,8,13
7895,7.0,20.1,0.0,14.0,37.0,3.0,20.0,22.0,56.0,29.0,2.0,4.0,11.6,0,0.0,0,2014,3,8,14
7896,9.9,20.6,0.0,8.0,43.0,8.0,24.0,24.0,50.0,38.0,7.0,7.0,12.8,0,3.8,1,2014,3,8,15
7897,11.5,13.1,3.8,8.0,46.0,5.0,22.0,17.0,95.0,91.0,8.0,8.0,12.0,1,27.4,1,2014,3,8,16
7898,7.2,12.7,27.4,7.0,37.0,7.0,20.0,19.0,97.0,77.0,8.0,7.0,8.7,1,1.8,1,2014,3,8,17
7899,7.3,14.3,1.8,7.0,39.0,7.0,20.0,22.0,93.0,61.0,8.0,6.0,7.4,1,0.0,0,2014,3,8,18
7900,7.4,16.6,0.0,7.0,31.0,15.0,17.0,11.0,83.0,55.0,7.0,1.0,10.1,0,0.0,0,2014,3,8,19
7901,6.9,18.8,0.0,9.0,28.0,9.0,11.0,13.0,63.0,28.0,1.0,1.0,12.9,0,0.0,0,2014,3,8,20
7902,5.5,18.5,0.0,13.0,30.0,12.0,20.0,19.0,68.0,40.0,1.0,1.0,11.2,0,0.0,0,2014,3,8,21
7903,8.2,20.2,0.0,3.0,35.0,8.0,20.0,13.0,64.0,45.0,1.0,5.0,13.9,0,0.0,0,2014,3,8,22
7908,6.6,20.4,0.6,13.0,39.0,12.0,22.0,17.0,66.0,39.0,2.0,3.0,13.7,0,0.0,0,2014,3,8,27
7909,6.9,19.5,0.0,9.0,35.0,9.0,15.0,15.0,50.0,22.0,1.0,1.0,13.2,0,0.0,0,2014,3,8,28
7910,6.4,21.4,0.0,13.0,31.0,10.0,11.0,9.0,56.0,26.0,0.0,3.0,14.3,0,0.0,0,2014,3,8,29
7911,7.0,21.9,0.0,14.0,28.0,13.0,15.0,7.0,46.0,22.0,1.0,1.0,15.1,0,0.0,0,2014,3,8,30
7912,7.2,23.1,0.0,3.0,22.0,7.0,11.0,6.0,55.0,24.0,0.0,1.0,15.9,0,0.0,0,2014,3,8,31
7913,10.5,25.4,0.0,7.0,50.0,11.0,17.0,19.0,37.0,12.0,6.0,7.0,16.6,0,1.4,1,2014,3,9,1
7914,9.8,15.6,1.4,7.0,50.0,2.0,24.0,30.0,77.0,37.0,7.0,5.0,11.2,1,0.0,0,2014,3,9,2
7915,3.3,16.5,0.0,7.0,35.0,7.0,15.0,17.0,61.0,21.0,0.0,7.0,8.7,0,0.0,0,2014,3,9,3
7916,4.3,17.5,0.0,7.0,24.0,10.0,6.0,9.0,46.0,24.0,7.0,7.0,11.8,0,0.0,0,2014,3,9,4
7917,7.7,19.8,0.0,8.0,33.0,8.0,20.0,13.0,38.0,22.0,1.0,3.0,14.9,0,0.0,0,2014,3,9,5
7918,7.2,20.1,0.0,14.0,44.0,6.0,30.0,15.0,49.0,31.0,1.0,3.0,13.7,0,0.0,0,2014,3,9,6
7919,10.7,22.4,0.0,8.0,50.0,3.0,28.0,22.0,47.0,32.0,1.0,6.0,15.5,0,0.0,0,2014,3,9,7
7920,8.5,23.9,0.0,5.0,43.0,6.0,22.0,22.0,48.0,35.0,1.0,5.0,15.7,0,0.0,0,2014,3,9,8
7921,14.1,27.0,0.0,5.0,54.0,6.0,20.0,30.0,55.0,27.0,5.0,3.0,18.9,0,1.4,1,2014,3,9,9
7922,10.5,20.3,1.4,2.0,50.0,7.0,22.0,15.0,59.0,33.0,1.0,1.0,14.3,1,0.0,0,2014,3,9,10
7924,8.7,21.9,0.0,15.0,33.0,10.0,13.0,13.0,39.0,24.0,0.0,0.0,16.6,0,0.0,0,2014,3,9,12
7925,6.4,23.5,0.0,10.0,22.0,15.0,7.0,7.0,40.0,19.0,0.0,0.0,16.7,0,0.0,0,2014,3,9,13
7926,7.6,26.2,0.0,0.0,31.0,1.0,9.0,13.0,29.0,11.0,0.0,0.0,18.3,0,0.0,0,2014,3,9,14
7927,10.4,27.8,0.0,5.0,72.0,11.0,26.0,17.0,33.0,10.0,5.0,7.0,19.4,0,0.0,0,2014,3,9,15
7928,11.3,20.9,0.0,2.0,39.0,2.0,22.0,22.0,55.0,34.0,2.0,2.0,14.8,0,0.0,0,2014,3,9,16
7929,7.9,21.3,0.0,1.0,44.0,2.0,13.0,28.0,42.0,24.0,5.0,6.0,15.5,0,0.0,0,2014,3,9,17
7930,5.5,19.3,0.0,2.0,31.0,7.0,13.0,17.0,39.0,19.0,0.0,1.0,12.8,0,0.0,0,2014,3,9,18
7932,5.5,21.5,0.0,9.0,33.0,10.0,17.0,19.0,30.0,13.0,0.0,1.0,14.9,0,0.0,0,2014,3,9,20
7933,7.6,24.2,0.0,14.0,41.0,13.0,19.0,19.0,38.0,15.0,1.0,1.0,17.2,0,0.0,0,2014,3,9,21
7934,9.9,23.6,0.0,8.0,37.0,6.0,13.0,19.0,37.0,27.0,1.0,5.0,18.4,0,0.0,0,2014,3,9,22
7935,11.2,25.9,0.0,8.0,43.0,3.0,19.0,24.0,33.0,26.0,1.0,7.0,19.9,0,0.0,0,2014,3,9,23
7936,16.2,23.2,0.0,3.0,48.0,3.0,30.0,17.0,52.0,93.0,7.0,7.0,20.1,0,13.6,1,2014,3,9,24
7937,12.6,21.5,13.6,7.0,46.0,7.0,24.0,30.0,92.0,47.0,7.0,6.0,14.3,1,0.0,0,2014,3,9,25
7938,8.5,21.3,0.0,7.0,30.0,2.0,6.0,15.0,68.0,37.0,1.0,1.0,14.8,0,0.0,0,2014,3,9,26
7939,8.1,24.3,0.0,15.0,28.0,7.0,13.0,9.0,46.0,28.0,1.0,1.0,17.1,0,0.0,0,2014,3,9,27
7940,11.9,27.8,0.0,5.0,35.0,4.0,17.0,22.0,36.0,17.0,0.0,0.0,20.3,0,0.0,0,2014,3,9,28
7941,14.0,31.9,0.0,4.0,35.0,1.0,15.0,11.0,22.0,11.0,1.0,1.0,23.1,0,0.0,0,2014,3,9,29
7942,17.2,32.4,0.0,0.0,43.0,0.0,11.0,22.0,17.0,11.0,6.0,1.0,25.8,0,0.0,0,2014,3,9,30
7943,11.3,20.1,0.0,15.0,44.0,10.0,24.0,19.0,31.0,13.0,1.0,0.0,14.2,0,0.0,0,2014,4,10,1
7944,7.0,23.6,0.0,7.0,44.0,15.0,20.0,17.0,30.0,18.0,0.0,0.0,15.5,0,0.0,0,2014,4,10,2
7948,18.2,34.8,0.0,6.0,54.0,5.0,19.0,26.0,28.0,10.0,1.0,1.0,24.8,0,0.4,0,2014,4,10,6
7949,17.3,25.3,0.4,15.0,43.0,7.0,26.0,22.0,50.0,25.0,1.0,0.0,18.2,0,0.0,0,2014,4,10,7
7950,9.1,24.8,0.0,7.0,43.0,10.0,15.0,24.0,38.0,14.0,0.0,5.0,15.6,0,0.0,0,2014,4,10,8
7951,10.4,28.0,0.0,13.0,30.0,8.0,19.0,9.0,37.0,12.0,0.0,0.0,17.0,0,0.0,0,2014,4,10,9
7952,12.3,30.9,0.0,9.0,48.0,5.0,17.0,13.0,23.0,8.0,1.0,2.0,21.8,0,0.0,0,2014,4,10,10
7953,16.0,33.5,0.0,3.0,35.0,3.0,13.0,9.0,34.0,15.0,0.0,1.0,23.5,0,0.0,0,2014,4,10,11
7954,20.1,34.9,0.0,6.0,48.0,6.0,22.0,24.0,34.0,14.0,1.0,6.0,25.1,0,0.0,0,2014,4,10,12
7955,17.7,24.1,0.0,15.0,54.0,7.0,33.0,30.0,44.0,26.0,1.0,1.0,18.0,0,0.0,0,2014,4,10,13
7956,8.0,15.3,0.0,2.0,52.0,2.0,28.0,26.0,40.0,56.0,1.0,7.0,9.8,0,0.0,0,2014,4,10,14
7957,5.7,21.6,0.0,1.0,52.0,7.0,15.0,19.0,53.0,23.0,0.0,1.0,10.7,0,0.0,0,2014,4,10,15
7958,8.0,23.7,0.0,2.0,35.0,15.0,7.0,22.0,27.0,14.0,0.0,0.0,14.4,0,0.0,0,2014,4,10,16
7959,8.3,25.2,0.0,10.0,31.0,14.0,15.0,13.0,30.0,16.0,0.0,0.0,17.7,0,0.0,0,2014,4,10,17
7960,11.5,28.1,0.0,3.0,35.0,6.0,26.0,13.0,40.0,10.0,0.0,0.0,17.9,0,0.0,0,2014,4,10,18
7961,15.3,32.6,0.0,6.0,30.0,3.0,17.0,9.0,22.0,8.0,1.0,1.0,22.5,0,0.0,0,2014,4,10,19
7962,18.7,34.9,0.0,9.0,28.0,15.0,13.0,7.0,22.0,9.0,7.0,7.0,25.5,0,0.0,0,2014,4,10,20
7963,17.0,35.2,0.0,3.0,43.0,6.0,30.0,13.0,46.0,15.0,2.0,2.0,21.0,0,0.0,0,2014,4,10,21
7964,17.8,35.2,0.0,10.0,54.0,11.0,28.0,15.0,40.0,15.0,2.0,7.0,21.2,0,0.0,0,2014,4,10,22
7965,19.7,36.0,0.0,4.0,31.0,11.0,15.0,17.0,27.0,14.0,6.0,6.0,27.1,0,0.0,0,2014,4,10,23
7966,21.3,38.5,0.0,0.0,57.0,2.0,17.0,28.0,17.0,3.0,8.0,8.0,29.1,0,0.0,0,2014,4,10,24
7967,21.0,39.9,0.0,11.0,48.0,7.0,17.0,26.0,12.0,4.0,1.0,2.0,30.7,0,0.0,0,2014,4,10,25
7968,20.2,38.3,0.0,2.0,52.0,15.0,11.0,22.0,16.0,6.0,0.0,6.0,29.0,0,0.0,0,2014,4,10,26
7969,22.6,32.0,0.0,0.0,67.0,2.0,15.0,28.0,16.0,28.0,7.0,7.0,25.9,0,0.0,0,2014,4,10,27
7970,11.1,26.6,0.0,2.0,37.0,2.0,13.0,20.0,29.0,16.0,5.0,1.0,17.5,0,0.0,0,2014,4,10,28
7971,13.7,29.9,0.0,15.0,30.0,2.0,13.0,15.0,34.0,19.0,0.0,0.0,20.9,0,0.0,0,2014,4,10,29
7972,16.5,34.4,0.0,8.0,35.0,13.0,15.0,9.0,21.0,11.0,7.0,3.0,24.4,0,0.0,0,2014,4,10,30
7973,20.7,36.7,0.0,3.0,57.0,4.0,26.0,22.0,12.0,6.0,7.0,7.0,27.7,0,0.0,0,2014,4,10,31
7974,20.1,30.9,0.0,2.0,54.0,7.0,13.0,28.0,52.0,35.0,7.0,6.0,23.9,0,0.0,0,2014,4,11,1
7975,10.6,23.7,0.0,12.0,37.0,10.0,20.0,13.0,27.0,14.0,1.0,1.0,14.1,0,0.0,0,2014,4,11,2
7976,10.8,28.6,0.0,14.0,35.0,10.0,24.0,13.0,26.0,12.0,0.0,2.0,17.9,0,0.0,0,2014,4,11,3
7977,14.2,32.2,0.0,6.0,30.0,4.0,17.0,17.0,22.0,3.0,7.0,2.0,21.8,0,0.0,0,2014,4,11,4
7978,17.4,32.4,0.0,2.0,43.0,1.0,15.0,20.0,20.0,9.0,6.0,2.0,22.4,0,0.0,0,2014,4,11,5
7979,13.1,29.8,0.0,7.0,31.0,10.0,15.0,17.0,20.0,9.0,1.0,8.0,20.9,0,0.0,0,2014,4,11,6
7982,20.4,38.5,0.0,3.0,43.0,15.0,9.0,20.0,28.0,8.0,4.0,7.0,27.0,0,0.0,0,2014,4,11,9
7983,18.2,32.5,0.0,15.0,41.0,10.0,22.0,19.0,20.0,13.0,0.0,0.0,23.8,0,0.0,0,2014,4,11,10
7984,16.4,33.0,0.0,7.0,33.0,7.0,15.0,22.0,21.0,3.0,1.0,0.0,21.2,0,0.0,0,2014,4,11,11
7985,18.7,35.1,0.0,14.0,30.0,2.0,15.0,11.0,37.0,9.0,5.0,5.0,24.1,0,0.0,0,2014,4,11,12
7986,19.8,38.3,0.0,13.0,28.0,14.0,15.0,15.0,9.0,5.0,1.0,1.0,29.9,0,0.0,0,2014,4,11,13
7990,11.1,28.0,0.0,7.0,33.0,15.0,11.0,13.0,38.0,19.0,0.0,1.0,19.0,0,0.0,0,2014,4,11,17
7991,14.4,29.9,0.0,9.0,31.0,7.0,15.0,15.0,27.0,18.0,5.0,2.0,22.6,0,0.0,0,2014,4,11,18
7992,17.0,33.9,0.0,7.0,28.0,15.0,17.0,13.0,17.0,8.0,1.0,3.0,25.2,0,0.0,0,2014,4,11,19
7993,19.6,37.9,0.0,5.0,41.0,1.0,19.0,13.0,15.0,5.0,7.0,7.0,28.7,0,0.0,0,2014,4,11,20
7996,27.4,45.2,0.0,15.0,59.0,2.0,17.0,13.0,11.0,7.0,4.0,6.0,35.2,0,0.0,0,2014,4,11,23
7997,27.8,35.3,0.0,11.0,48.0,0.0,9.0,24.0,28.0,39.0,7.0,7.0,29.5,0,0.0,0,2014,4,11,24
7998,16.8,28.6,0.0,10.0,46.0,12.0,17.0,11.0,54.0,10.0,7.0,5.0,17.8,0,0.0,0,2014,4,11,25
7999,13.7,30.9,0.0,7.0,37.0,7.0,19.0,20.0,23.0,8.0,1.0,1.0,21.2,0,0.0,0,2014,4,11,26
8000,15.9,32.2,0.0,8.0,39.0,9.0,13.0,17.0,26.0,11.0,0.0,1.0,23.0,0,0.0,0,2014,4,11,27
8002,23.8,36.6,0.0,6.0,46.0,3.0,31.0,11.0,41.0,21.0,4.0,2.0,26.7,0,0.4,0,2014,4,11,29
8004,20.1,35.3,0.2,4.0,39.0,5.0,17.0,19.0,54.0,20.0,7.0,3.0,25.5,0,0.2,0,2014,4,12,1
8005,22.3,38.7,0.2,4.0,65.0,0.0,20.0,19.0,41.0,20.0,6.0,7.0,29.6,0,3.6,1,2014,4,12,2
8006,22.8,34.1,3.6,7.0,52.0,7.0,20.0,28.0,43.0,61.0,7.0,7.0,29.2,1,5.8,1,2014,4,12,3
8007,19.8,32.1,5.8,4.0,44.0,5.0,20.0,20.0,74.0,57.0,7.0,7.0,22.9,1,0.0,0,2014,4,12,4
8008,17.5,33.7,0.0,12.0,56.0,4.0,17.0,9.0,64.0,61.0,7.0,7.0,25.0,0,17.2,1,2014,4,12,5
8009,18.1,30.9,17.2,7.0,56.0,15.0,2.0,19.0,64.0,71.0,1.0,2.0,23.2,1,0.0,0,2014,4,12,6
8010,16.7,32.6,0.0,11.0,35.0,4.0,9.0,17.0,50.0,16.0,5.0,3.0,23.4,0,0.0,0,2014,4,12,7
8011,18.2,34.8,0.0,0.0,39.0,0.0,6.0,17.0,28.0,12.0,1.0,4.0,27.2,0,0.0,0,2014,4,12,8
8012,21.6,38.9,0.0,3.0,35.0,5.0,17.0,19.0,21.0,9.0,1.0,4.0,29.7,0,0.0,0,2014,4,12,9
8013,24.3,41.1,0.0,10.0,50.0,1.0,20.0,15.0,38.0,8.0,1.0,2.0,29.4,0,0.0,0,2014,4,12,10
8014,24.4,30.0,0.0,13.0,50.0,7.0,24.0,17.0,35.0,57.0,4.0,7.0,26.4,0,0.4,0,2014,4,12,11
8015,18.0,30.0,0.4,13.0,48.0,12.0,31.0,28.0,41.0,13.0,1.0,1.0,21.7,0,0.0,0,2014,4,12,12
8016,16.7,30.5,0.0,14.0,52.0,13.0,30.0,19.0,37.0,17.0,1.0,1.0,20.5,0,0.0,0,2014,4,12,13
8017,18.9,34.1,0.0,3.0,33.0,15.0,17.0,15.0,37.0,9.0,1.0,2.0,23.8,0,0.0,0,2014,4,12,14
8018,21.3,39.1,0.0,6.0,37.0,6.0,22.0,17.0,19.0,8.0,0.0,4.0,29.6,0,0.0,0,2014,4,12,15
8019,28.5,38.4,0.0,1.0,72.0,2.0,35.0,19.0,13.0,16.0,6.0,7.0,34.8,0,0.0,0,2014,4,12,16
8020,19.4,33.7,0.0,10.0,43.0,7.0,15.0,15.0,25.0,9.0,1.0,3.0,21.6,0,0.0,0,2014,4,12,17
8021,19.0,33.8,0.0,0.0,46.0,0.0,7.0,19.0,20.0,8.0,7.0,3.0,22.1,0,0.0,0,2014,4,12,18
8022,18.5,30.5,0.0,2.0,41.0,2.0,19.0,20.0,29.0,9.0,0.0,0.0,21.2,0,0.0,0,2014,4,12,19
8023,15.5,32.6,0.0,12.0,33.0,12.0,15.0,13.0,19.0,10.0,0.0,0.0,23.4,0,0.0,0,2014,4,12,20
8024,19.7,37.1,0.0,3.0,28.0,15.0,19.0,7.0,30.0,11.0,1.0,1.0,27.7,0,0.0,0,2014,4,12,21
8025,26.6,38.1,0.0,5.0,67.0,5.0,28.0,20.0,35.0,15.0,7.0,7.0,28.9,0,0.4,0,2014,4,12,22
8026,21.0,36.4,0.4,8.0,56.0,2.0,20.0,20.0,74.0,41.0,6.0,7.0,24.1,0,0.2,0,2014,4,12,23
8027,20.0,37.0,0.2,3.0,48.0,7.0,9.0,13.0,59.0,23.0,1.0,5.0,25.4,0,0.0,0,2014,4,12,24
8028,23.1,29.7,0.0,4.0,39.0,2.0,17.0,17.0,61.0,92.0,5.0,8.0,26.6,0,5.6,1,2014,4,12,25
8029,16.2,27.8,5.6,10.0,43.0,7.0,24.0,17.0,48.0,26.0,1.0,6.0,18.9,1,0.0,0,2014,4,12,26
8030,18.0,30.7,0.0,1.0,30.0,2.0,13.0,15.0,26.0,17.0,7.0,6.0,20.2,0,0.6,0,2014,4,12,27
